step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,type,nameOrig,nameDest,isFraud
18.0,145487.5032748488,0.0,0.0,140116.4468176963,2685917.826282698,DEBIT,C9062935498,M2597310810,0
330.0,165310.42989397148,0.0,0.0,0.0,0.0,DEBIT,C6453697813,M3562468729,0
305.0,1611.5923809068393,0.0,0.0,0.0,0.0,PAYMENT,C837849721,M762232272,0
376.0,252413.16457762386,0.0,0.0,1675488.3932130039,1094821.735042341,TRANSFER,C7544297467,M5808576446,0
181.0,205469.71718901288,0.0,0.0,0.0,7685954.985731052,CASH_OUT,C587630956,M6985860132,0
249.0,1128244.386214727,103925.05338734554,43674.45241046472,4009899.7017941466,11058228.540493174,PAYMENT,C7838794837,M5077907881,0
162.0,432937.81509522157,29239596.676889636,0.0,0.0,533540.8880938741,PAYMENT,C386395402,M8587446071,0
280.0,137433.8567944412,0.0,0.0,0.0,0.0,DEBIT,C824570765,M8302446279,0
164.0,799991.6119909938,798520.1990976084,0.0,0.0,0.0,CASH_OUT,C9204348600,M2173361531,1
261.0,324267.44610297756,23050992.45301673,12134884.656633541,166741803.87,168041800.5868978,CASH_OUT,C791119564,M702581308,0
273.0,521696.8596848648,0.0,0.0,1821134.5084881461,294468.67027872393,DEBIT,C1765744646,M8055799113,0
202.0,13584.05720460007,0.0,22012.915075650388,0.0,0.0,PAYMENT,C2333061750,M954386537,0
733.0,916695.4842867507,955954.4507077044,0.0,0.0,0.0,CASH_OUT,C9015653260,M8674006743,1
403.0,38499.99949845715,0.0,0.0,2907362.0179954823,300952.9841499373,DEBIT,C9229995362,M5063267396,0
19.0,5695380.958125963,2055985.5159088776,0.0,0.0,0.0,CASH_OUT,C9368036903,M6233974940,1
305.0,282661.8725705852,32317594.361027613,0.0,1646.3783094995656,755023.9661001818,TRANSFER,C5081914643,M9543008374,0
331.0,296848.05894952436,0.0,0.0,3447984.3152313298,7183702.803592789,TRANSFER,C2934297143,M9515203313,0
185.0,250492.86247861406,0.0,0.0,10500537.345192127,513858.627961339,PAYMENT,C7036922755,M5670056261,0
356.0,228794.3793385707,0.0,0.0,0.0,0.0,DEBIT,C3900962429,M1294193119,0
43.0,159563.59120692612,0.0,0.0,166741803.87,156802037.26209635,DEBIT,C1977298574,M5647110068,0
487.0,2634257.784507503,2527471.292253749,0.0,0.0,0.0,TRANSFER,C1741458406,M6333853608,1
254.0,16408.576706400956,0.0,0.0,0.0,0.0,DEBIT,C3564939203,M4510328612,0
11.0,22058.22328659162,30236258.993892618,78901.4505634289,0.0,0.0,CASH_OUT,C415526680,M4659570418,0
275.0,214153.32693056497,29136.034263583668,0.0,0.0,0.0,CASH_IN,C1142092884,M3670467397,0
41.0,283510.160428679,0.0,0.0,0.0,0.0,CASH_OUT,C4938128599,M4715165416,0
182.0,211573.15344095323,32789794.304632932,0.0,2811075.9777521202,4544739.993959739,DEBIT,C9249878371,M780527206,0
280.0,5118.718048231482,5094.189225576657,0.0,0.0,0.0,DEBIT,C6269835082,M2747329678,0
14.0,304967.18110885617,163473.19421010657,6989.057568843964,162022989.26559627,116947424.87337,CASH_OUT,C6181733375,M5110853814,0
195.0,164386.59104807186,621591.8971940019,0.0,104199.71722398301,12338705.938836256,TRANSFER,C8965905707,M5085221780,1
187.0,281374.992826928,0.0,0.0,0.0,0.0,TRANSFER,C1531273381,M9560589763,0
478.0,4099866.557148268,2296878.5269185733,0.0,0.0,0.0,CASH_OUT,C9957166453,M276455018,1
299.0,51652.394896507656,0.0,0.0,262522.08989877434,86687.75085244903,PAYMENT,C8656841547,M8100516910,0
514.0,1192.60296901514,166.4139183799225,0.0,1057871.1520884894,0.0,TRANSFER,C4959857982,M9276649360,1
457.0,1398512.8024463388,566532.3304261738,0.0,236199367.5393162,235837612.39314157,TRANSFER,C532410126,M3973229280,1
401.0,325343.89471884735,20211.768308952574,0.0,0.0,0.0,PAYMENT,C584566695,M9113234212,0
136.0,8399.081776917257,0.0,0.0,496430.4246719815,0.0,CASH_OUT,C6520579162,M5925310490,0
235.0,71358.97793186693,124111.79549611069,0.0,0.0,0.0,CASH_OUT,C4500028035,M4259698064,1
238.0,5311.7415747998375,0.0,0.0,0.0,0.0,DEBIT,C9206865142,M5599219603,0
236.0,117548.32385248464,39548.97833950273,0.0,0.0,0.0,CASH_OUT,C9955476974,M4597467282,0
284.0,10000000.0,9890859.902001562,0.0,0.0,0.0,CASH_OUT,C2586919203,M8480995231,1
256.0,39897.50025260378,354499.1762451417,0.0,1060703.7719625232,102622385.37800616,TRANSFER,C7847311752,M7074792996,0
161.0,91199.13972971907,0.0,0.0,0.0,144011.02101521194,CASH_OUT,C8686421777,M1841718224,0
330.0,166926.48416750165,0.0,0.0,126983.61228181883,0.0,TRANSFER,C9577493707,M9821885295,0
308.0,9694.52456206256,12941067.278941497,0.0,0.0,0.0,CASH_OUT,C1275880468,M5014577809,0
256.0,2147.396006418907,0.0,0.0,0.0,0.0,DEBIT,C4002921875,M9940650865,0
260.0,151839.25995022332,0.0,20151.689487149066,0.0,622230.7269762879,CASH_OUT,C277032791,M5769388313,0
185.0,132750.7861447632,0.0,0.0,0.0,0.0,TRANSFER,C5573652709,M9009046010,0
382.0,19621.075960055212,31726.0789138977,0.0,0.0,0.0,PAYMENT,C54406671,M7032037112,0
250.0,2820.2188381697038,0.0,267504.87518537615,0.0,0.0,DEBIT,C7801425029,M1546897513,0
160.0,170555.02923694727,0.0,0.0,18290434.325620327,6039677.43561258,CASH_OUT,C8267801910,M3453929233,0
383.0,204577.49622437038,40695.25041830897,0.0,0.0,0.0,DEBIT,C7414081501,M7341960011,0
13.0,166891.34409133162,155751.20866040498,0.0,9581268.69852193,0.0,DEBIT,C2136002957,M5980405681,0
203.0,12948.42921979862,0.0,0.0,0.0,0.0,PAYMENT,C3106186613,M1839031213,0
202.0,1497933.5884777906,5551390.018547328,0.0,236066946.48660251,94067273.05145325,TRANSFER,C8259447173,M1053427484,1
377.0,3329.617115287678,0.0,0.0,3244201.450975983,0.0,PAYMENT,C2597791494,M1121791475,0
228.0,32550.56657115244,88183.74849550263,0.0,219427586.88590446,3954706.8131737807,CASH_OUT,C1808286746,M2777507705,1
279.0,584125.3768281206,1359421.546732068,0.0,0.0,34788.25586171141,TRANSFER,C4102496083,M1602053356,1
279.0,31768.740867478988,81670.30749804903,1467959.2435012388,0.0,0.0,PAYMENT,C3606065877,M7473640914,0
14.0,66398.54668566587,0.0,0.0,0.0,0.0,DEBIT,C1947972719,M8303554048,0
139.0,43241.906732899544,21220.11163191248,0.0,0.0,0.0,CASH_OUT,C3462049635,M4035336475,0
18.0,23493.820029910206,0.0,0.0,0.0,0.0,DEBIT,C3557838491,M6331635880,0
307.0,373524.4997127767,0.0,0.0,12797884.470557362,130021937.90764432,DEBIT,C8698130617,M7017159690,0
186.0,17760.53585446321,0.0,0.0,0.0,0.0,PAYMENT,C9704718300,M3326856180,0
41.0,17673.871285079418,20417039.16829089,745634.2414217439,0.0,0.0,PAYMENT,C240469484,M4743186647,0
215.0,173217.01824115647,0.0,0.0,0.0,0.0,DEBIT,C8022871806,M9596703758,0
42.0,189258.3218703729,0.0,0.0,0.0,0.0,CASH_OUT,C4892514678,M2812566463,0
687.0,9195.049681017164,85473.97867294915,0.0,0.0,0.0,PAYMENT,C8973813649,M2135086264,0
42.0,17323.05051622508,0.0,0.0,0.0,0.0,TRANSFER,C5870921378,M6730833308,0
131.0,202576.69432620448,0.0,0.0,101781.9220904734,0.0,TRANSFER,C9853658163,M1645300124,0
322.0,2924028.1677053636,2026974.4826954796,0.0,0.0,0.0,CASH_OUT,C1207305294,M8483114254,1
349.0,87917.44413121334,0.0,0.0,0.0,0.0,TRANSFER,C3377966308,M139725411,0
94.0,2222376.854553282,3434.3811817818782,0.0,166741803.87,168058507.38,DEBIT,C9344039653,M7110937951,0
403.0,423822.6656670391,0.0,0.0,0.0,922946.3948890836,PAYMENT,C5659130329,M6123438691,0
310.0,584758.2397713907,781575.9835541527,0.0,0.0,0.0,CASH_OUT,C475910773,M4708547698,1
322.0,195789.44316367173,0.0,0.0,36389327.45371609,6974724.164497327,PAYMENT,C8051504728,M852206297,0
283.0,6291.176348004844,73343.78762452606,0.0,0.0,0.0,DEBIT,C92371961,M9139353906,0
301.0,7752.170215893687,0.0,0.0,0.0,0.0,PAYMENT,C1867473150,M4169572590,0
592.0,3603627.793838397,3444393.931687517,0.0,210636174.1217204,10718764.84784294,TRANSFER,C6473589077,M6091971903,1
397.0,14833.438812280405,3159897.595364585,0.0,0.0,0.0,PAYMENT,C7028986408,M6927126859,0
681.0,205909.25716245666,268321.4668262797,0.0,0.0,0.0,CASH_OUT,C9830003524,M3698616764,1
278.0,482671.3261877962,0.0,0.0,465489.9492489758,0.0,TRANSFER,C2762448342,M6333536002,0
16.0,111715.44074480854,0.0,0.0,0.0,0.0,DEBIT,C5868669520,M165695828,0
17.0,246647.20361251268,0.0,0.0,0.0,280817.18878029013,DEBIT,C7548065213,M9365445801,0
238.0,11823.995342231046,0.0,0.0,0.0,0.0,PAYMENT,C6014625433,M6565997934,0
211.0,161624.539776345,253676.59041573823,0.0,0.0,0.0,CASH_OUT,C9717070693,M4184539600,1
105.0,74734.9452172821,957370.7536255493,0.0,110221.2387736588,308871.05394516175,CASH_OUT,C8654820679,M205369361,1
11.0,322812.3408802452,105851.43832175498,0.0,0.0,0.0,CASH_OUT,C5062455793,M1338593371,0
43.0,36402.40622322471,0.0,0.0,0.0,0.0,DEBIT,C6716565089,M9061437251,0
187.0,31943.778690124822,0.0,0.0,0.0,0.0,DEBIT,C3871466603,M9991040238,0
45.0,7765.3408721477135,0.0,0.0,0.0,0.0,DEBIT,C1241846654,M2095554391,0
187.0,94642.06927825445,32770620.60959377,0.0,0.0,7805647.13266672,TRANSFER,C3536648094,M9140009084,0
612.0,4588731.486649186,3136301.947993916,0.0,0.0,0.0,TRANSFER,C7706129021,M9203192864,1
611.0,23362.44759603235,45152.35522561307,0.0,0.0,0.0,TRANSFER,C3287068703,M2547061299,1
179.0,36532.214259683264,0.0,0.0,0.0,0.0,CASH_OUT,C4982643237,M2827665146,0
253.0,14421.291987150695,476699.2846611482,3179184.155843965,0.0,0.0,CASH_OUT,C1401688751,M559161312,0
276.0,1913.7534652034828,0.0,0.0,0.0,0.0,CASH_OUT,C8184656322,M1949432271,0
36.0,613120.3395848587,6825887.299090104,0.0,0.0,6967511.4268767135,CASH_OUT,C6506496473,M4921886231,0
302.0,5060.620538129272,0.0,0.0,0.0,0.0,DEBIT,C2048988454,M1737309483,0
254.0,11380.084745145607,41100.23604868458,3943.98094184533,0.0,0.0,PAYMENT,C7255559440,M842566555,0
228.0,173131.68357165763,114527.83614438103,0.0,675786.6105487793,93703.2721558904,PAYMENT,C2170270580,M582753574,0
227.0,9792.430634516606,0.0,0.0,0.0,0.0,PAYMENT,C9785334249,M9183295955,0
398.0,358931.30359952815,0.0,0.0,12728934.808748052,14334552.116390528,TRANSFER,C897390135,M7877264094,0
35.0,343359.8146544701,15194035.96712941,0.0,10136864.398770116,6988807.567858946,DEBIT,C7426700954,M2989524380,0
40.0,127702.84272732008,12628004.223263646,32851957.89,0.0,0.0,DEBIT,C6194666478,M981794354,0
688.0,281751.8369547581,384581.8375678249,0.0,0.0,1148892.3543283811,PAYMENT,C2708826373,M9869210852,0
183.0,204477.7620290622,7311509.347903864,0.0,0.0,67447.12810686143,PAYMENT,C9803090011,M2972492158,0
369.0,15779.70643556643,32804207.49,2267805.3057321887,0.0,0.0,PAYMENT,C3417561987,M8579724398,0
250.0,108267.53839387165,55769.19903569587,0.0,0.0,0.0,CASH_OUT,C9877479186,M4631927723,0
19.0,8117.2284170803805,0.0,0.0,0.0,0.0,CASH_OUT,C9928207397,M6746313572,0
103.0,29650.126165991314,0.0,0.0,0.0,0.0,DEBIT,C8995354131,M1214545884,0
395.0,101103.01063883134,15324.071249991384,14876.862309817612,14101070.179058982,14327497.571608815,DEBIT,C6021615643,M1772396960,0
664.0,1272183.4951680072,1073719.0614759072,0.0,0.0,0.0,CASH_OUT,C1892131979,M1677693194,1
38.0,85202.11363159957,0.0,0.0,1701800.1856638198,303641.6190824401,DEBIT,C6794967379,M1669227068,0
212.0,167459.7297306006,0.0,0.0,0.0,0.0,DEBIT,C2357336628,M9481872378,0
304.0,91286.8613401719,0.0,0.0,0.0,0.0,PAYMENT,C8654819730,M9872190551,0
8.0,821180.9578955722,0.0,0.0,14322173.94797235,1106213.8224938128,CASH_OUT,C983617997,M7653515560,0
274.0,43353.91486097119,0.0,0.0,0.0,0.0,DEBIT,C256120631,M2906600292,0
378.0,311421.13882505236,0.0,0.0,1032387.2880243037,6509342.743738335,DEBIT,C1452529193,M4393953101,0
201.0,172032.25777142876,32800168.45766989,31272360.876009647,20736027.60620552,12947384.350663424,DEBIT,C5511668910,M8529701183,0
276.0,10000000.0,16840821.678723324,0.0,0.0,0.0,CASH_OUT,C7187374463,M2074281313,1
703.0,10000000.0,7086777.84948817,0.0,0.0,0.0,TRANSFER,C2231129060,M3287652278,1
187.0,14286.218644043816,0.0,0.0,0.0,0.0,DEBIT,C5967719189,M3562125766,0
157.0,193153.96245090105,103927.16743029238,0.0,0.0,3749007.1007182784,DEBIT,C5249058791,M1436894313,0
324.0,129371.75951374715,0.0,0.0,378194.95320357423,3691108.179603517,CASH_OUT,C2322580869,M1085242901,0
182.0,58935.01607212304,709873.614280348,0.0,0.0,0.0,CASH_OUT,C3853631491,M4654120477,0
282.0,15732.112206662938,0.0,0.0,0.0,0.0,DEBIT,C7118264849,M9897971529,0
262.0,800086.9734999752,1859753.5116117927,0.0,0.0,3473122.1054360024,TRANSFER,C4254357071,M2446058147,1
171.0,30876.846732316328,0.0,0.0,0.0,0.0,DEBIT,C1869286498,M7932651889,0
331.0,186686.91735705864,0.0,0.0,502491.1665997323,0.0,TRANSFER,C843431251,M2056555247,0
438.0,10000000.0,10001263.924918119,0.0,0.0,7349417.737309218,CASH_OUT,C6863360254,M4286041168,1
210.0,192456.6868815301,0.0,0.0,0.0,0.0,TRANSFER,C4920303455,M4424083788,0
377.0,157791.94770427234,0.0,0.0,0.0,412244.09538087173,CASH_OUT,C4762382137,M6479207241,0
47.0,1675107.2665252695,2065092.3895889032,0.0,0.0,0.0,CASH_OUT,C722412019,M5756723229,1
302.0,14369.41474752045,69789.28697094631,0.0,0.0,0.0,CASH_OUT,C4247039759,M2215923219,0
21.0,10938.90525529996,0.0,0.0,0.0,0.0,PAYMENT,C8981297853,M3921296617,0
571.0,1706262.116027058,1316269.3009151327,0.0,0.0,0.0,TRANSFER,C4649450933,M5484802977,1
260.0,13064.991908011769,0.0,0.0,0.0,0.0,DEBIT,C558798268,M8015066974,0
137.0,148203.79636744698,0.0,0.0,0.0,682664.2646184824,PAYMENT,C8789187157,M2093078447,0
497.0,166465.05705402745,242471.97237608072,0.0,0.0,12643156.756588383,CASH_OUT,C5688959266,M9100215130,1
381.0,228607.13792066238,0.0,0.0,8249428.995700326,2325525.847247578,DEBIT,C498808165,M3910645649,0
33.0,17788.02165004964,0.0,0.0,1268231.219418075,0.0,PAYMENT,C3935720924,M1628825348,0
298.0,322197.4422349496,0.0,0.0,0.0,0.0,PAYMENT,C9116900341,M9430494010,0
208.0,879499.0655777297,4460039.027439443,0.0,780536.7629995231,0.0,TRANSFER,C7088378663,M5862146700,1
285.0,1694346.0699478853,91693.1956301834,0.0,0.0,0.0,PAYMENT,C2875364875,M40379673,0
233.0,25597.351360085126,191450.82171442866,0.0,0.0,0.0,PAYMENT,C484399776,M4793437495,0
12.0,117871.22522717755,7452741.723474516,0.0,0.0,0.0,PAYMENT,C5301980859,M3009947355,0
42.0,688.3127725645036,14784.730970060204,0.0,0.0,0.0,PAYMENT,C173790136,M9051876791,0
132.0,110236.78283347095,0.0,0.0,0.0,0.0,DEBIT,C6049192360,M9416323543,0
400.0,43129.66410719989,0.0,0.0,0.0,0.0,TRANSFER,C787265229,M6891282641,0
465.0,8067.501997448817,27179.708455684664,0.0,236230516.82,232637554.26322478,CASH_OUT,C9766450055,M5276820570,1
305.0,178405.55766338762,288880.52582160896,350640.8763527427,159981865.84402063,34519355.937868595,PAYMENT,C5431391733,M5484354769,0
566.0,10000000.0,2659667.2842085473,0.0,0.0,0.0,CASH_OUT,C7570842633,M8409699402,1
229.0,275991.07072813826,16898052.053208992,0.0,0.0,0.0,DEBIT,C8894141680,M2588874059,0
280.0,8058.093238397563,0.0,0.0,0.0,0.0,DEBIT,C3125981458,M3266194717,0
545.0,7143.962788146542,0.0,0.0,0.0,0.0,CASH_OUT,C4474007885,M6896241007,0
154.0,17107.78185645646,2501889.0245286208,583708.8672318752,0.0,163579.57284867897,CASH_OUT,C4239719356,M7867018862,0
116.0,1658197.5393719457,539314.3894374302,0.0,0.0,0.0,TRANSFER,C9279905570,M7888695329,1
183.0,5028.4470894935075,12328.895771648433,0.0,0.0,0.0,CASH_OUT,C2866526688,M3887591062,0
304.0,43236.77995551376,4425250.6981467325,0.0,0.0,9058.526019962554,PAYMENT,C4914135893,M6133979194,0
140.0,12595.150204090573,0.0,0.0,0.0,0.0,DEBIT,C4256300226,M96291165,0
324.0,79168.68225556485,0.0,0.0,0.0,0.0,TRANSFER,C3050811042,M697003343,0
349.0,183591.35896102872,5357880.094476646,0.0,2015944.1587503748,1774577.4786107303,DEBIT,C6953329168,M3267068739,0
118.0,197347.87518630738,49088.11851119918,0.0,0.0,0.0,CASH_OUT,C2825640973,M7990068622,1
209.0,182753.46781092897,15458613.07034033,563.1995042886972,23782079.613883168,132029333.47892699,DEBIT,C1558696104,M4500676358,0
35.0,78139.71955644141,0.0,0.0,0.0,0.0,CASH_OUT,C6414327900,M7111724116,0
139.0,1106.60999801916,0.0,46582.356871469245,0.0,0.0,CASH_OUT,C4760316601,M6946651633,0
234.0,1677973.3097538052,1438021.3825738134,0.0,37225.960969150685,0.0,CASH_OUT,C1066267341,M2732064199,1
164.0,794127.0033788313,0.0,0.0,155851748.82138994,168058507.38,PAYMENT,C6838720115,M3373717595,0
395.0,270.30689167818707,32447956.086012844,14358978.420427464,0.0,0.0,CASH_OUT,C9125120490,M2201353919,0
245.0,6515109.5286620045,2878405.7627849765,0.0,0.0,0.0,TRANSFER,C344367077,M4455167515,1
259.0,331407.694831327,25502910.59919813,3994578.2101902417,0.0,355137.67514544324,PAYMENT,C2488591246,M6443780401,0
13.0,173637.91897077992,0.0,0.0,0.0,0.0,CASH_OUT,C6086762175,M362149970,0
209.0,10809.832934966158,0.0,0.0,3627411.095109514,0.0,DEBIT,C9868771620,M1380664333,0
22.0,51090.3958742306,48310.8947698675,0.0,0.0,0.0,TRANSFER,C5481281001,M5511848414,1
285.0,31178.700859398483,46516.73672980162,0.0,24187279.307611648,7478795.8074879525,CASH_OUT,C524752586,M3332067743,1
180.0,3162.8372390249183,0.0,556338.6091515966,0.0,0.0,PAYMENT,C9468459500,M8011910581,0
328.0,93031.2011523529,3820.147097811647,0.0,0.0,0.0,CASH_OUT,C3017877114,M2358107556,0
107.0,11186.986355947614,0.0,0.0,0.0,0.0,CASH_OUT,C9403482785,M5408075452,1
330.0,4254.837611700388,0.0,0.0,0.0,0.0,DEBIT,C5569908184,M4198592512,0
183.0,83373.00580544729,0.0,0.0,0.0,0.0,PAYMENT,C4670538375,M462891790,0
156.0,154470.0638978597,0.0,0.0,0.0,0.0,PAYMENT,C4502392162,M7633315848,0
236.0,167580.8483308693,0.0,0.0,0.0,0.0,PAYMENT,C7766802151,M1785281390,0
238.0,331825.9368717347,0.0,0.0,13969264.300676942,5361230.703913683,CASH_OUT,C5803054233,M8752634094,0
34.0,9214.39330230067,0.0,0.0,0.0,0.0,CASH_OUT,C9120111105,M9305802782,0
33.0,6122.887965651378,0.0,0.0,0.0,1214266.7932591948,PAYMENT,C4109287937,M1079663400,0
159.0,2097.621435884058,39336.10181489245,26389941.036279798,0.0,0.0,CASH_OUT,C6012989163,M7846623953,0
283.0,3313188.0254301936,1259459.8233293658,0.0,0.0,0.0,CASH_OUT,C9368466197,M5485339388,1
269.0,107154.27175392241,226189.11656652458,0.0,0.0,0.0,TRANSFER,C1024310413,M7759886208,1
204.0,39795.934206434635,0.0,0.0,0.0,1079801.8740535274,DEBIT,C8276379307,M290948916,0
730.0,1161767.0265850872,819284.5482117332,0.0,0.0,0.0,TRANSFER,C8400451295,M8648921990,1
401.0,12641.525955003794,10068212.241389103,24667372.062467176,0.0,0.0,PAYMENT,C6930492799,M1751399273,0
132.0,221296.27647977145,0.0,0.0,166741803.87,167959331.58232728,CASH_OUT,C1221218463,M8812692663,0
15.0,1939148.3204851649,905818.6206602792,0.0,0.0,0.0,TRANSFER,C8552186305,M891601160,1
522.0,8709.249920689528,3363259.583620856,0.0,0.0,0.0,CASH_OUT,C465427067,M3865170469,0
262.0,1049.8990972575161,0.0,0.0,0.0,0.0,PAYMENT,C7697115117,M6882089596,0
158.0,154067.75843724248,1187569.9396610393,0.0,0.0,0.0,DEBIT,C1743734048,M8055171786,0
181.0,694757.3302671631,0.0,0.0,21627613.760408986,31440721.12950428,PAYMENT,C7840995646,M1186621817,0
234.0,160553.52168506224,0.0,0.0,1512826.2590500354,0.0,DEBIT,C6068305170,M741403338,0
355.0,209872.58386329265,15816273.441446187,9962077.016028034,0.0,0.0,DEBIT,C4940336164,M3816778736,0
279.0,10000000.0,4588321.268280432,0.0,0.0,0.0,TRANSFER,C3118133591,M7054055439,1
307.0,106047.20495684657,0.0,0.0,0.0,0.0,PAYMENT,C1022954873,M5746460589,0
140.0,27674.746818383952,27006.10638005442,0.0,0.0,0.0,TRANSFER,C8739134769,M9994401100,1
252.0,341818.5789416019,0.0,0.0,336017.8975134578,0.0,PAYMENT,C8341499324,M9304616682,0
237.0,1115436.680520963,0.0,0.0,1226370.0959546147,1307719.8569133475,CASH_OUT,C338404432,M1599865671,0
394.0,116904.53780756812,0.0,0.0,0.0,3250333.784418439,PAYMENT,C2670905044,M6336633345,0
279.0,193823.40147332163,32803066.901945844,18810121.47533453,0.0,544026.9773531064,CASH_OUT,C8029285106,M5229333368,0
140.0,128743.31040706865,0.0,0.0,43422705.45778098,12649503.613304736,PAYMENT,C723522802,M4309042137,0
15.0,121609.19303987753,0.0,0.0,0.0,3826903.356982333,TRANSFER,C9879148266,M5505058210,0
275.0,243715.31501538894,104902.62291312216,0.0,0.0,0.0,PAYMENT,C8390184101,M9258625476,0
178.0,75834.80576738404,0.0,0.0,0.0,0.0,PAYMENT,C9517856288,M3227839906,0
15.0,8233.635075106378,0.0,0.0,0.0,0.0,PAYMENT,C8485222559,M1097332374,0
208.0,318678.06100663636,100679.19471283475,0.0,0.0,0.0,CASH_OUT,C589339666,M2936433876,0
190.0,172119.1644196302,819948.8509252305,0.0,5420036.002755258,12557139.266187828,CASH_OUT,C140612612,M2491980994,1
697.0,1029638.9847951054,2056008.8332667265,0.0,0.0,0.0,CASH_OUT,C9883010300,M5607176854,1
260.0,4810.2421061465175,0.0,0.0,0.0,0.0,DEBIT,C9059349969,M936978870,0
14.0,83767.82301485246,0.0,0.0,166689195.9087562,13829747.125516908,TRANSFER,C561976072,M5418007158,0
13.0,198794.3503896299,0.0,0.0,0.0,0.0,DEBIT,C1597509818,M2630966282,0
20.0,202144.75503883482,18761826.938648466,0.0,0.0,7536644.039710704,PAYMENT,C1511202007,M1761728895,0
18.0,62768.1745978892,0.0,0.0,0.0,0.0,DEBIT,C1126355778,M6054602596,0
379.0,6416.1499741393545,0.0,0.0,0.0,0.0,TRANSFER,C5291267185,M424818707,0
404.0,275851.34647897846,0.0,0.0,4952729.495114334,0.0,TRANSFER,C5229108770,M2896698504,0
157.0,72613.726989062,48134.64886346812,0.0,1333028.214433912,0.0,DEBIT,C8528313422,M3594057592,0
183.0,14490.62575232511,0.0,0.0,0.0,0.0,TRANSFER,C1522567761,M6921758980,0
370.0,343894.64388053573,50562.258140697544,0.0,149848002.05657637,164567778.5858707,CASH_OUT,C7231097515,M1231655710,0
354.0,69391.63808522953,0.0,0.0,0.0,0.0,DEBIT,C4426468387,M9494158714,0
130.0,124539.36994290193,0.0,0.0,0.0,2194005.8689462678,CASH_OUT,C9195757688,M1282239064,0
18.0,26982.387968082257,189.11252381975692,0.0,0.0,0.0,CASH_OUT,C3363330004,M1463597611,0
139.0,177040.4031853728,0.0,0.0,0.0,0.0,TRANSFER,C704695106,M7943718061,0
234.0,255760.0266290653,1622371.6038245768,0.0,0.0,0.0,CASH_OUT,C4488402904,M4802819011,0
215.0,681782.4609524506,0.0,0.0,13724882.911684534,5999629.792034238,DEBIT,C4844891549,M3731636808,0
399.0,3186408.7581948545,0.0,0.0,18449843.391765527,168035073.39209697,TRANSFER,C6460167709,M1723334514,0
382.0,310312.54607863835,97749.86523016579,0.0,0.0,0.0,PAYMENT,C6741577089,M8613881896,0
292.0,2298739.0455987286,254463.60823540072,0.0,0.0,0.0,CASH_OUT,C4260383780,M5717383467,1
17.0,61268.479140140866,0.0,168547.8768692764,359120.3143794682,848608.8128488425,DEBIT,C5684611391,M3518506750,0
595.0,315031.9245198975,10579358.992308302,218940.2441673827,0.0,0.0,PAYMENT,C8563297571,M6605198119,0
202.0,3792.450229362111,0.0,0.0,0.0,0.0,DEBIT,C8776250639,M7190380830,0
156.0,51091.546661160675,0.0,0.0,0.0,0.0,DEBIT,C1232918580,M5882960271,0
257.0,518879.27599343186,2252222.3448536266,0.0,0.0,2856691.755331364,TRANSFER,C3915714918,M2870779570,1
252.0,467548.2373735927,0.0,0.0,0.0,0.0,PAYMENT,C6340012342,M1301498976,0
279.0,17459.501548737626,7747360.880842213,47.16664095969403,849729.4915512883,0.0,CASH_OUT,C4195679,M6834302413,0
319.0,326707.67728888686,236759.29511340606,0.0,0.0,0.0,CASH_OUT,C74877050,M7292123939,1
356.0,10919.513554300287,0.0,0.0,0.0,0.0,DEBIT,C2289748533,M4027969698,0
643.0,1158804.4548727393,1389337.3787704096,0.0,0.0,0.0,CASH_OUT,C4410157893,M5258333876,1
314.0,242075.42322673753,232485.87020700795,0.0,0.0,0.0,TRANSFER,C9153262966,M9290378700,1
371.0,105264.08899084864,324860.9477246857,0.0,1179807.3264493211,0.0,PAYMENT,C7250114265,M4676472933,0
353.0,1342137.6231890386,26004597.12321321,0.0,0.0,13319994.37745328,DEBIT,C35256650,M7256268025,0
19.0,23416.463661856105,5166.2909994425945,0.0,0.0,0.0,PAYMENT,C5813752736,M5796887892,0
311.0,973496.620912961,1449683.18550249,0.0,0.0,0.0,TRANSFER,C5261983174,M8935540133,1
415.0,407297.133589095,272289.1918254545,0.0,0.0,0.0,CASH_OUT,C9274243635,M9893076688,1
208.0,1434.923642484342,0.0,0.0,0.0,0.0,PAYMENT,C5006181564,M50090723,0
306.0,11367.718208866492,11680.555441206669,9657412.807635007,21139231.730156016,638257.010904577,CASH_OUT,C3699456495,M7581445391,0
543.0,454425.7628218007,920552.4203292846,0.0,1640907.889173585,14107768.235047678,PAYMENT,C8202056604,M5814630568,0
401.0,287379.1769903765,0.0,0.0,2356958.782770607,4092257.997900226,DEBIT,C7802876711,M1260709915,0
231.0,178.29511303237928,0.0,0.0,0.0,0.0,CASH_OUT,C3118690645,M7326084519,0
108.0,13739.99228532337,82305.26846919346,5954838.344263801,0.0,0.0,PAYMENT,C1296742880,M3484269162,0
186.0,24856.444095051884,0.0,0.0,0.0,0.0,PAYMENT,C839643158,M8339176163,0
237.0,209784.29241166834,0.0,0.0,0.0,339397.90361858957,DEBIT,C2179771051,M5786095429,0
283.0,7853.310853168939,0.0,0.0,0.0,0.0,DEBIT,C2311973492,M5307715926,0
235.0,520.7784766141855,0.0,0.0,0.0,0.0,DEBIT,C1348625556,M2924826591,0
