step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
656,CASH_OUT,494446.94,C334271518,494446.94,0.0,C2013684634,3324564.1,3819011.04,1,0
302,CASH_IN,78362.31,C808555337,138792.0,217154.31,C329544756,49866.8,0.0,0,0
595,CASH_IN,253343.74,C4336757,3060419.41,3313763.15,C1687001265,295873.84,42530.09,0,0
37,CASH_OUT,510549.03,C1758441716,0.0,0.0,C927300650,3693443.34,4203992.37,0,0
182,TRANSFER,1486052.97,C204628834,1486052.97,0.0,C1711881431,0.0,0.0,1,0
590,TRANSFER,802483.88,C99777022,802483.88,0.0,C1293054984,0.0,0.0,1,0
207,CASH_IN,204341.77,C1619286752,15017.0,219358.77,C2027549096,969431.8,765090.03,0,0
157,PAYMENT,2573.93,C669619186,0.0,0.0,M1308435864,0.0,0.0,0,0
704,CASH_OUT,8813323.11,C748275134,8813323.11,0.0,C118248248,0.0,8813323.11,1,0
540,CASH_OUT,203789.14,C361868064,164609.5,0.0,C1758683996,501045.01,704834.16,0,0
397,CASH_OUT,23164.18,C137191797,20734.0,0.0,C1389965148,1834872.55,1858036.73,0,0
257,PAYMENT,16782.57,C607386546,31313.0,14530.43,M2037781941,0.0,0.0,0,0
302,CASH_IN,247691.45,C980217286,29845.38,277536.84,C1096241484,603773.04,356081.59,0,0
185,PAYMENT,2209.57,C165601942,30621.0,28411.43,M219430915,0.0,0.0,0,0
328,CASH_OUT,148278.59,C2061974333,0.0,0.0,C124679985,559236.84,707515.43,0,0
94,CASH_IN,184734.92,C733392488,1492992.14,1677727.07,C778958566,3705001.53,3520266.61,0,0
375,PAYMENT,20645.58,C122620391,99080.0,78434.42,M2069866730,0.0,0.0,0,0
324,TRANSFER,21580.37,C765450059,21580.37,0.0,C125935569,0.0,0.0,1,0
7,CASH_OUT,21571.0,C452475723,21571.0,0.0,C2089016471,30797.41,71140.3,1,0
160,PAYMENT,26968.37,C1787656348,830966.4,803998.03,M2131198872,0.0,0.0,0,0
274,CASH_OUT,379057.93,C1025414577,379057.93,0.0,C2113218952,79634.67,458692.6,1,0
273,TRANSFER,192334.14,C1887315747,5532.0,0.0,C1347683869,332042.8,524376.94,0,0
352,CASH_IN,153813.8,C1710308785,644302.02,798115.82,C1043732793,4380317.62,4226503.83,0,0
139,CASH_OUT,375141.86,C701624448,375141.86,0.0,C1632095414,124753.19,252008.88,1,0
431,PAYMENT,1731.61,C1787192091,102140.0,100408.39,M64659384,0.0,0.0,0,0
206,PAYMENT,13453.41,C1359731460,0.0,0.0,M17788259,0.0,0.0,0,0
234,CASH_OUT,162418.68,C819168263,14297.0,0.0,C1679143921,1179775.94,1342194.62,0,0
278,CASH_IN,29340.55,C576824049,3051839.8,3081180.35,C64062967,540497.78,511157.24,0,0
17,PAYMENT,9481.91,C709940546,0.0,0.0,M2107306221,0.0,0.0,0,0
10,CASH_IN,103833.31,C1642432032,6197377.98,6301211.29,C694632384,245566.61,422258.77,0,0
702,TRANSFER,3171085.59,C1892216157,3171085.59,3171085.59,C1308068787,0.0,0.0,1,1
235,PAYMENT,5025.45,C1894298325,0.0,0.0,M623273663,0.0,0.0,0,0
303,CASH_OUT,786480.78,C1520540866,786480.78,0.0,C433336667,1590386.44,2376867.23,1,0
42,PAYMENT,4103.19,C439433288,0.0,0.0,M888933668,0.0,0.0,0,0
328,CASH_IN,124231.62,C634712407,2748554.57,2872786.19,C1229012694,3007956.89,2883725.27,0,0
10,CASH_IN,306069.37,C954200212,30735.0,336804.37,C877277085,32902.0,0.0,0,0
189,CASH_OUT,87577.49,C1082412735,0.0,0.0,C1052047812,4092554.62,4180132.1,0,0
303,PAYMENT,33302.53,C853673439,0.0,0.0,M45689485,0.0,0.0,0,0
304,CASH_OUT,34199.19,C1991054778,641705.0,607505.81,C263864148,0.0,34199.19,0,0
205,TRANSFER,137097.35,C180141685,0.0,0.0,C1316793084,7701240.69,7838338.04,0,0
47,CASH_OUT,147841.48,C1069112177,0.0,0.0,C503940936,480748.7,628590.18,0,0
33,CASH_OUT,67092.38,C2099992354,0.0,0.0,C383450383,257602.81,324695.19,0,0
251,PAYMENT,25933.19,C562380077,0.0,0.0,M1341004418,0.0,0.0,0,0
188,CASH_OUT,312971.23,C258594657,312971.23,0.0,C1714944517,689740.11,1002711.34,1,0
582,TRANSFER,1158373.23,C1874090524,1158373.23,0.0,C152963065,0.0,0.0,1,0
137,PAYMENT,51680.7,C151179513,243532.79,191852.09,M1730703519,0.0,0.0,0,0
236,PAYMENT,6749.54,C946751272,84258.0,77508.46,M1658062741,0.0,0.0,0,0
255,TRANSFER,230262.41,C2034659904,154647.33,0.0,C638060373,441590.81,671853.22,0,0
161,TRANSFER,2297122.69,C787348846,0.0,0.0,C1966984334,2801082.15,5098204.84,0,0
156,CASH_IN,92680.2,C1714345099,307.0,92987.2,C874417335,782229.72,689549.52,0,0
14,CASH_IN,54172.21,C324487439,915132.34,969304.56,C477366163,412175.98,315441.73,0,0
345,PAYMENT,3286.58,C57530861,127879.97,124593.38,M1858827177,0.0,0.0,0,0
331,CASH_OUT,193697.42,C1890223193,60639.0,0.0,C291878193,0.0,193697.42,0,0
258,CASH_IN,119041.7,C723223932,26013.0,145054.7,C494089243,0.0,0.0,0,0
251,CASH_IN,218178.26,C1498106450,6836131.44,7054309.71,C1924961898,706969.26,488791.0,0,0
210,PAYMENT,5973.17,C998103870,22025.0,16051.83,M664727899,0.0,0.0,0,0
261,PAYMENT,3865.15,C1858800458,0.0,0.0,M1821587461,0.0,0.0,0,0
227,CASH_OUT,409424.53,C109633493,142.0,0.0,C358266330,1407061.21,1816485.74,0,0
10,CASH_OUT,194504.95,C2036852927,0.0,0.0,C1851222027,2412999.78,2607504.73,0,0
40,CASH_OUT,134715.88,C104784962,31966.0,0.0,C1167363757,0.0,134715.88,0,0
260,CASH_OUT,421023.04,C862990374,0.0,0.0,C151037954,4293473.35,4714496.39,0,0
181,CASH_OUT,109880.17,C2115246488,0.0,0.0,C52924809,186602.52,296482.69,0,0
354,CASH_IN,144684.78,C1822462381,49550.0,194234.78,C1532711271,272235.87,127551.08,0,0
283,TRANSFER,113360.8,C468244226,113360.8,0.0,C410972619,0.0,0.0,1,0
13,CASH_IN,200726.12,C1049409004,8419518.06,8620244.18,C1247600089,14892584.37,14691858.24,0,0
19,TRANSFER,466422.84,C151605036,0.0,0.0,C2034284329,921034.49,1554832.23,0,0
401,PAYMENT,23172.97,C1387017296,230.0,0.0,M576612946,0.0,0.0,0,0
546,PAYMENT,5681.92,C94594826,68413.31,62731.39,M2010977928,0.0,0.0,0,0
740,CASH_OUT,748139.48,C959562247,748139.48,0.0,C1768725891,0.0,748139.48,1,0
286,CASH_IN,80177.95,C194665366,10920.0,91097.95,C1510484225,1191379.33,1111201.38,0,0
306,CASH_OUT,255238.34,C709457407,69.0,0.0,C30764368,0.0,255238.34,0,0
425,CASH_OUT,204030.2,C1353907463,204030.2,0.0,C79931133,0.0,204030.2,1,0
161,CASH_IN,322197.28,C174506546,485.0,322682.28,C707131406,1892714.59,1410663.81,0,0
466,TRANSFER,230806.85,C549647828,230806.85,0.0,C13373079,0.0,0.0,1,0
685,TRANSFER,4886423.05,C557894266,4886423.05,0.0,C1725513942,0.0,0.0,1,0
142,PAYMENT,9690.24,C1739092411,61577.0,51886.76,M168454366,0.0,0.0,0,0
303,CASH_OUT,125547.83,C1538558745,0.0,0.0,C1704793838,264422.67,389970.49,0,0
229,CASH_IN,461872.6,C1678688788,1130221.53,1592094.13,C1424034005,1029502.21,567629.62,0,0
79,CASH_OUT,61178.51,C216625470,61178.51,0.0,C1897901588,238787.35,299965.86,1,0
694,TRANSFER,292815.44,C4952914,292815.44,0.0,C902467451,0.0,0.0,1,0
661,CASH_IN,290696.97,C1206210061,34131.0,324827.97,C1692499678,887261.37,596564.4,0,0
231,PAYMENT,792.64,C957016094,0.0,0.0,M1212259454,0.0,0.0,0,0
403,CASH_IN,124904.55,C1998338988,6821605.15,6946509.7,C1024766281,370133.8,245229.26,0,0
349,PAYMENT,59798.87,C648989864,24927.0,0.0,M1139337813,0.0,0.0,0,0
377,TRANSFER,74871.46,C218096071,0.0,0.0,C1970200160,1037561.78,1112433.24,0,0
261,CASH_IN,52826.37,C101909196,5221747.25,5274573.62,C1356729758,152016.73,99190.37,0,0
211,CASH_OUT,169900.71,C957495250,0.0,0.0,C507581356,587072.24,756972.95,0,0
398,CASH_IN,7171.94,C1740217616,11249.0,18420.94,C495376593,90229.51,83057.57,0,0
323,CASH_IN,502062.52,C380731833,51555.0,553617.52,C1151312173,0.0,0.0,0,0
327,PAYMENT,16017.72,C397527070,0.0,0.0,M2101782069,0.0,0.0,0,0
186,PAYMENT,33700.43,C1595106922,11118.0,0.0,M1051173418,0.0,0.0,0,0
185,TRANSFER,140729.31,C1796720582,0.0,0.0,C1821030425,465446.13,606175.44,0,0
370,CASH_OUT,234745.51,C1676063059,31473.0,0.0,C1160715029,410806.95,645552.46,0,0
379,CASH_IN,19397.88,C316403056,12023.0,31420.88,C242298647,203299.37,183901.49,0,0
279,PAYMENT,3437.23,C2109758882,16158.0,12720.77,M1930663090,0.0,0.0,0,0
376,CASH_OUT,173663.28,C1573104468,185.0,0.0,C1971947111,7831.0,181494.29,0,0
131,TRANSFER,601953.99,C2064105641,0.0,0.0,C134153470,716569.86,1318523.85,0,0
211,CASH_OUT,1330802.24,C1458541760,1330802.24,0.0,C1092309864,151341.34,1515187.24,1,0
20,CASH_OUT,62081.9,C818317462,0.0,0.0,C886888353,1381502.24,1443584.14,0,0
371,CASH_OUT,182145.0,C8490852,19649.0,0.0,C567206146,132374.87,314519.87,0,0
237,CASH_OUT,141096.85,C21544738,39842.0,0.0,C2068223545,21213.0,162309.85,0,0
255,PAYMENT,1601.59,C1593708648,390403.32,388801.73,M185411857,0.0,0.0,0,0
325,PAYMENT,13685.83,C1987618558,125.0,0.0,M1426091944,0.0,0.0,0,0
379,PAYMENT,15537.43,C1194056003,35937.18,20399.75,M1117771343,0.0,0.0,0,0
247,CASH_OUT,2025628.87,C1840157167,2025628.87,0.0,C760531323,914254.52,2939883.39,1,0
136,PAYMENT,6193.87,C651091476,0.0,0.0,M570296865,0.0,0.0,0,0
371,PAYMENT,33311.0,C1276489118,0.0,0.0,M711159398,0.0,0.0,0,0
137,CASH_IN,276274.41,C927649567,9149996.57,9426270.98,C916980141,1643699.6,1367425.19,0,0
36,PAYMENT,5120.29,C903037225,194039.62,188919.33,M409553070,0.0,0.0,0,0
330,PAYMENT,110.01,C313620253,0.0,0.0,M1277793979,0.0,0.0,0,0
686,PAYMENT,2254.07,C1956315931,241404.44,239150.37,M1246232113,0.0,0.0,0,0
596,CASH_OUT,13274.66,C2078425187,0.0,0.0,C869126640,55364.69,68639.35,0,0
249,CASH_IN,262120.5,C12781138,8127067.18,8389187.68,C449378182,407941.21,145820.71,0,0
35,CASH_OUT,64404.47,C1974415387,32854.0,0.0,C30188290,1409215.73,1986432.01,0,0
294,CASH_OUT,21819.57,C1512307432,21819.57,0.0,C1826640118,333325.9,355145.48,1,0
228,PAYMENT,61631.39,C546641009,0.0,0.0,M1474881805,0.0,0.0,0,0
359,CASH_OUT,74724.27,C1269314442,0.0,0.0,C1050581445,4846852.78,4921577.06,0,0
203,PAYMENT,3835.94,C475373163,0.0,0.0,M101691662,0.0,0.0,0,0
415,CASH_OUT,461369.99,C2081855471,461369.99,0.0,C1671232989,2572575.13,3033945.11,1,0
213,CASH_OUT,102748.31,C1906427301,7764.03,0.0,C340234750,1622003.25,1724751.56,0,0
160,CASH_OUT,1284959.39,C2093073106,1284959.39,0.0,C1196198165,814622.86,2099582.25,1,0
577,TRANSFER,727792.98,C2139851324,727792.98,0.0,C1773055339,0.0,0.0,1,0
380,CASH_OUT,262462.4,C632927099,0.0,0.0,C271238795,5087511.16,5349973.56,0,0
37,CASH_OUT,54596.37,C874641660,0.0,0.0,C1436705538,77693.18,132289.56,0,0
569,CASH_OUT,51416.07,C1252081364,51416.07,0.0,C327344476,62726.44,114142.52,1,0
187,CASH_OUT,146132.19,C217722431,955.0,0.0,C1135476103,1743197.23,1889329.41,0,0
353,CASH_OUT,119837.03,C133806301,123067.0,3229.97,C1925568593,0.0,119837.03,0,0
261,TRANSFER,2689633.8,C1607707310,2689633.8,0.0,C1422177291,0.0,0.0,1,0
394,PAYMENT,845.04,C866414910,12543.0,11697.96,M2107233876,0.0,0.0,0,0
356,CASH_OUT,258105.09,C1517127679,0.0,0.0,C332709147,607181.57,865286.66,0,0
182,CASH_OUT,118002.28,C1240349424,204407.0,86404.72,C2121780865,0.0,118002.28,0,0
365,CASH_OUT,4841332.26,C238987266,4841332.26,0.0,C1373089977,12806.8,4854139.07,1,0
42,TRANSFER,513870.64,C545142751,115780.44,0.0,C1503350940,62416.82,576287.46,0,0
397,CASH_OUT,249984.75,C1735200144,249984.75,0.0,C1452851320,0.0,249984.75,1,0
302,CASH_OUT,388976.88,C47725836,0.0,0.0,C845502068,847597.17,1236574.05,0,0
185,CASH_IN,305598.82,C534879432,183430.0,489028.82,C2073851633,3064074.04,2758475.22,0,0
15,CASH_OUT,455215.41,C1548834075,135.0,0.0,C939157240,507764.49,968577.94,0,0
209,PAYMENT,14840.3,C1721830331,0.0,0.0,M9973054,0.0,0.0,0,0
156,PAYMENT,13966.28,C846680900,49047.66,35081.38,M1000449040,0.0,0.0,0,0
40,TRANSFER,166695.93,C2104703442,0.0,0.0,C1317879563,7886737.5,8053433.42,0,0
302,CASH_OUT,268765.39,C298760126,0.0,0.0,C958843312,1736949.92,2005715.32,0,0
90,TRANSFER,39664.74,C1509358186,39664.74,0.0,C2068734277,0.0,0.0,1,0
184,TRANSFER,294295.88,C1473877091,0.0,0.0,C532936741,1432982.14,1727278.02,0,0
514,PAYMENT,15628.54,C61858355,24785.0,9156.46,M1424355305,0.0,0.0,0,0
399,CASH_OUT,142733.03,C1736778578,52074.0,0.0,C2138317878,1003491.3,1146224.33,0,0
280,CASH_IN,129822.45,C2091648247,21116.0,150938.45,C1169370440,1573183.87,1443361.42,0,0
272,CASH_OUT,166972.46,C1729423257,166972.46,0.0,C1949981498,9314.02,176286.48,1,0
209,PAYMENT,38468.89,C1246119226,0.0,0.0,M819039100,0.0,0.0,0,0
14,CASH_OUT,179907.64,C1477429136,122113.0,0.0,C1916720513,19386159.45,19551168.91,0,0
594,DEBIT,1271.01,C778649018,1881.0,609.99,C1891715634,2573079.77,2574350.78,0,0
19,PAYMENT,15895.65,C252152925,127691.86,111796.21,M1333527583,0.0,0.0,0,0
739,CASH_OUT,156691.56,C1179416232,156691.56,0.0,C738050575,842252.15,998943.71,1,0
140,PAYMENT,13198.54,C1846976416,23060.0,9861.46,M1891588284,0.0,0.0,0,0
328,PAYMENT,45943.35,C1607640948,530.0,0.0,M453058302,0.0,0.0,0,0
349,PAYMENT,8422.67,C1800724102,0.0,0.0,M1121708422,0.0,0.0,0,0
230,CASH_IN,335135.8,C1227802572,509764.0,844899.8,C1453128758,3193845.99,2858710.19,0,0
236,CASH_OUT,339547.49,C2063714614,211535.0,0.0,C1056670314,0.0,339547.49,0,0
138,CASH_IN,50221.9,C1639214380,11347.0,61568.9,C1126569136,1133282.78,968005.75,0,0
285,TRANSFER,1421665.98,C1217403648,1421665.98,0.0,C483706610,0.0,0.0,1,0
225,TRANSFER,10276.87,C1132693600,10276.87,0.0,C1185292292,0.0,0.0,1,0
210,CASH_OUT,315238.19,C2105895101,11054.0,0.0,C1165441509,514899.77,830137.96,0,0
260,PAYMENT,11.16,C1120939543,79423.0,79411.84,M1943918830,0.0,0.0,0,0
19,CASH_IN,22561.83,C1367451331,1974370.93,1996932.76,C2138509262,1474608.07,1452046.24,0,0
261,CASH_OUT,105677.03,C1479566261,0.0,0.0,C352206686,2456909.13,2562586.16,0,0
257,CASH_OUT,119541.28,C2065366207,0.0,0.0,C707315921,219844.74,262660.32,0,0
664,CASH_OUT,64181.21,C328238019,64181.21,0.0,C801596045,0.0,64181.21,1,0
21,CASH_OUT,23292.3,C1861214292,0.0,0.0,C1834461593,392364.62,415656.92,1,0
354,CASH_IN,110847.74,C535820947,2160689.0,2271536.74,C1855341567,1549244.92,1438397.18,0,0
164,CASH_OUT,18653.64,C374949538,0.0,0.0,C101496319,488879.37,285963.03,0,0
209,PAYMENT,3285.57,C1687090817,0.0,0.0,M718159710,0.0,0.0,0,0
207,TRANSFER,548910.91,C1252823569,6487.0,0.0,C1356402886,0.0,548910.91,0,0
50,CASH_OUT,112668.54,C1673728989,112668.54,0.0,C487582896,0.0,112668.54,1,0
22,PAYMENT,1991.07,C1596066451,0.0,0.0,M659331871,0.0,0.0,0,0
279,PAYMENT,787.55,C847120267,844.67,57.12,M1756800793,0.0,0.0,0,0
9,TRANSFER,1000275.45,C1513688502,0.0,0.0,C993884064,1066963.35,2064290.0,0,0
500,TRANSFER,21832.43,C2086908548,21832.43,0.0,C418623592,0.0,0.0,1,0
309,CASH_IN,322863.49,C1578148119,1539975.15,1862838.64,C740397931,6554513.63,6231650.14,0,0
184,PAYMENT,18458.37,C1105352420,31588.0,13129.63,M1785477779,0.0,0.0,0,0
136,CASH_OUT,97123.54,C32644488,0.0,0.0,C1676492144,2402477.03,2499600.57,0,0
36,CASH_OUT,89821.58,C621538803,0.0,0.0,C1768693418,125348.56,215170.13,0,0
235,CASH_OUT,242062.47,C1052094674,11311.0,0.0,C1979858634,0.0,242062.47,0,0
299,CASH_IN,110219.54,C1734270753,5048022.95,5158242.49,C1535353334,3333779.59,3223560.06,0,0
302,CASH_OUT,112937.94,C1511685514,345.0,0.0,C1655141959,120706.75,551392.73,0,0
378,CASH_IN,335261.19,C956308078,3047544.93,3382806.12,C1848770467,866876.22,531615.03,0,0
325,CASH_OUT,208366.27,C1258278039,28086.0,0.0,C585807659,49131.73,257498.0,0,0
228,PAYMENT,13600.47,C269151829,0.0,0.0,M110023347,0.0,0.0,0,0
523,TRANSFER,5999376.79,C1206710867,5999376.79,0.0,C2020321619,0.0,0.0,1,0
330,CASH_IN,72741.59,C593606771,18228221.53,18300963.12,C619518219,540570.96,467829.37,0,0
38,TRANSFER,7567170.36,C1215509660,7567170.36,0.0,C96222488,0.0,0.0,1,0
293,TRANSFER,234673.76,C954355337,234673.76,0.0,C669925274,0.0,0.0,1,0
228,CASH_OUT,168980.45,C1577783224,0.0,0.0,C411189167,236473.4,405453.85,0,0
232,CASH_IN,132935.97,C1650424392,2563573.14,2696509.11,C2128721579,1610361.5,1477425.53,0,0
206,CASH_OUT,126770.22,C253399690,0.0,0.0,C1803350497,3408423.73,3535193.94,0,0
46,TRANSFER,736370.54,C1061149717,736370.54,0.0,C737745926,0.0,0.0,1,0
182,CASH_OUT,116433.61,C1604559423,853963.0,737529.39,C1929995374,5020135.06,5136568.67,0,0
22,TRANSFER,144999.08,C1142168439,67507.0,0.0,C1872021772,217209.82,362208.9,0,0
370,CASH_OUT,310726.29,C1125292418,310726.29,0.0,C1284811056,1270319.48,1581045.77,1,0
11,CASH_OUT,152460.32,C659605708,24956.0,0.0,C1858806720,0.0,152460.32,0,0
18,PAYMENT,20764.09,C2036470716,40436.0,19671.91,M1060089699,0.0,0.0,0,0
126,TRANSFER,1244037.74,C2133606495,1244037.74,0.0,C1015051610,0.0,0.0,1,0
540,TRANSFER,1063083.87,C134403897,0.0,0.0,C931665913,2682635.04,3745718.91,0,0
209,TRANSFER,449511.64,C888629208,70634.0,0.0,C487424611,0.0,449511.64,0,0
11,CASH_IN,264886.58,C912218829,4511.0,269397.58,C1744856510,2846587.61,2821549.13,0,0
250,TRANSFER,10000000.0,C2099141021,21343002.08,11343002.08,C1733297456,0.0,0.0,1,0
209,CASH_OUT,1516823.73,C1090892452,1516823.73,0.0,C657813915,386329.46,1903153.19,1,0
120,CASH_OUT,544890.56,C1805538854,0.0,0.0,C583331228,2053719.23,2598609.79,0,0
166,PAYMENT,4128.35,C1184798067,189427.0,185298.65,M1199859737,0.0,0.0,0,0
182,PAYMENT,4420.59,C1039854846,0.0,0.0,M1014833215,0.0,0.0,0,0
354,CASH_OUT,144291.97,C1359836613,19944.0,0.0,C303553673,561688.82,705980.79,0,0
45,CASH_OUT,84209.9,C80871212,43793.75,0.0,C1685866985,864758.42,948968.32,0,0
661,TRANSFER,10000000.0,C1058583308,12140888.35,2140888.35,C2061400193,0.0,0.0,1,0
329,PAYMENT,181.19,C468143864,87302.44,87121.25,M41638018,0.0,0.0,0,0
12,CASH_OUT,155580.74,C1171618572,0.0,0.0,C535222720,2355440.37,2817763.7,0,0
379,PAYMENT,30272.42,C1128804806,106920.0,76647.58,M771267684,0.0,0.0,0,0
197,CASH_OUT,486060.16,C558066114,486060.16,0.0,C1244940749,0.0,486060.16,1,0
274,CASH_IN,128932.9,C1362288117,3283269.7,3412202.6,C287531277,1022958.71,894025.81,0,0
204,CASH_IN,52615.36,C1926169963,2023271.49,2075886.85,C1980524555,853764.9,801149.54,0,0
328,DEBIT,31920.26,C1348800933,14551.0,0.0,C1750529696,5848619.9,5880540.16,0,0
522,CASH_IN,385181.08,C1577545190,18214.0,403395.08,C1133297473,15483.67,0.0,0,0
158,PAYMENT,9021.0,C1741201742,105202.0,96181.0,M717104782,0.0,0.0,0,0
379,CASH_OUT,17216.14,C2031058034,17216.14,0.0,C413925568,30730.87,47947.01,1,0
446,CASH_OUT,2720647.79,C398909840,2720647.79,0.0,C1072954107,22803.08,2743450.86,1,0
215,PAYMENT,1744.1,C1170240540,14769.0,13024.9,M1953042170,0.0,0.0,0,0
283,TRANSFER,843174.04,C231514009,843174.04,0.0,C1037718749,0.0,0.0,1,0
36,TRANSFER,636.0,C1819371332,636.0,0.0,C59681246,0.0,0.0,1,0
41,CASH_OUT,369927.53,C471551586,0.0,0.0,C2021135885,2130765.11,2500692.64,0,0
530,CASH_OUT,398711.68,C1554476444,398711.68,0.0,C1448973297,652931.8,1051643.49,1,0
402,TRANSFER,1425396.75,C1579634851,16910.0,0.0,C1308700964,2329325.46,3783169.35,0,0
208,PAYMENT,7879.52,C1353809584,0.0,0.0,M1560302054,0.0,0.0,0,0
213,CASH_OUT,41217.96,C419009953,34236.0,0.0,C42682589,3057.61,44275.57,0,0
152,TRANSFER,2175288.9,C2058960648,2175288.9,0.0,C413773455,0.0,0.0,1,0
573,PAYMENT,2452.91,C1294785089,11620.0,9167.09,M2093382984,0.0,0.0,0,0
396,CASH_IN,98119.99,C2137240372,1823929.94,1922049.93,C464117087,3388555.85,3342996.29,0,0
379,CASH_OUT,192987.52,C1330071967,1407.0,0.0,C350348439,403661.96,596649.48,0,0
213,CASH_OUT,1650168.9,C1395729546,1650168.9,0.0,C246301673,3023206.41,4673375.3,1,0
372,CASH_IN,35502.77,C275849377,5082310.1,5117812.88,C1964538960,47066.04,11563.27,0,0
257,PAYMENT,5130.06,C2035127601,18605.39,13475.33,M297655923,0.0,0.0,0,0
357,CASH_OUT,653151.55,C1964629254,653151.55,0.0,C1466275601,47452.25,700603.81,1,0
542,CASH_IN,145293.42,C1478317293,2980.0,148273.42,C1336195433,0.0,0.0,0,0
22,PAYMENT,12877.22,C1058406915,740280.0,727402.78,M1685735358,0.0,0.0,0,0
396,CASH_IN,26674.27,C764984089,2491466.12,2518140.39,C1087470396,3229073.16,3498771.98,0,0
41,PAYMENT,5163.19,C1147340186,83891.55,78728.36,M1962851123,0.0,0.0,0,0
226,PAYMENT,15441.38,C1653177736,33314.0,17872.62,M227661847,0.0,0.0,0,0
275,CASH_OUT,218093.73,C1843161513,0.0,0.0,C1173232379,947615.22,1165708.95,0,0
15,CASH_IN,81447.3,C627878441,9835758.03,9917205.32,C1357511799,442573.65,247747.01,0,0
75,CASH_OUT,460436.43,C568175103,460436.43,0.0,C283083073,0.0,460436.43,1,0
397,CASH_OUT,2107997.33,C1471805107,2107997.33,0.0,C719805094,0.0,2107997.33,1,0
206,TRANSFER,235750.53,C587951461,235750.53,0.0,C1789153045,0.0,0.0,1,0
204,PAYMENT,14482.14,C434485101,0.0,0.0,M164680818,0.0,0.0,0,0
107,CASH_OUT,570649.33,C976192518,570649.33,0.0,C582209368,0.0,570649.33,1,0
352,TRANSFER,7454553.06,C1023551084,7454553.06,0.0,C257701345,0.0,0.0,1,0
605,TRANSFER,251118.04,C1837848776,251118.04,0.0,C119259664,0.0,0.0,1,0
164,CASH_IN,130008.53,C817970613,27735.0,157743.53,C701975669,1885377.67,1755369.14,0,0
571,CASH_OUT,1065787.82,C1461596446,1065787.82,0.0,C1669818195,134877.24,1200665.06,1,0
323,PAYMENT,6038.56,C1764964932,0.0,0.0,M161718233,0.0,0.0,0,0
332,TRANSFER,1781269.65,C1323957695,0.0,0.0,C1727248731,3503948.59,5285218.24,0,0
250,CASH_OUT,10000000.0,C1877358148,10000000.0,0.0,C709815552,107593.45,10107593.45,1,0
570,PAYMENT,22091.94,C172689621,141.0,0.0,M1395254054,0.0,0.0,0,0
348,PAYMENT,17617.3,C1385624444,95715.94,78098.64,M343203988,0.0,0.0,0,0
158,CASH_OUT,280880.94,C414043927,284091.29,3210.36,C217803711,1517425.41,1798306.35,0,0
163,CASH_OUT,134669.17,C512273316,0.0,0.0,C731598310,646997.81,781666.98,0,0
238,TRANSFER,240899.12,C39176629,240899.12,0.0,C228666315,0.0,0.0,1,0
514,PAYMENT,1916.28,C896708307,0.0,0.0,M255103891,0.0,0.0,0,0
285,CASH_OUT,411566.7,C1569480629,411566.7,0.0,C2034688327,0.0,411566.7,1,0
557,TRANSFER,188844.13,C1958670415,188844.13,0.0,C1200309573,0.0,0.0,1,0
183,CASH_OUT,347471.18,C1520223618,10394.0,0.0,C903950146,777395.89,1124867.08,0,0
353,CASH_OUT,283725.5,C235221100,0.0,0.0,C1357917993,3298327.67,3582053.18,0,0
702,CASH_OUT,10000000.0,C628072559,10000000.0,0.0,C1677685761,0.0,10000000.0,1,0
227,CASH_IN,129250.4,C1477795221,6519725.68,6648976.08,C270198412,1051439.7,922189.3,0,0
322,PAYMENT,42716.44,C456660755,378.0,0.0,M1413368981,0.0,0.0,0,0
632,TRANSFER,82209.71,C2014216295,82209.71,0.0,C2066467731,0.0,0.0,1,0
132,TRANSFER,1452930.11,C229732473,19978.0,0.0,C1120997510,138201.58,1858192.31,0,0
136,PAYMENT,10359.13,C822474904,421043.0,410683.87,M1224695750,0.0,0.0,0,0
235,CASH_OUT,262347.9,C1537462608,4551.0,0.0,C1538377237,20818.06,283165.96,0,0
179,CASH_OUT,257915.21,C668799417,0.0,0.0,C1777474044,1108599.1,1366514.31,0,0
590,CASH_OUT,2117503.53,C1817837968,2117503.53,0.0,C925171074,579766.18,2697269.71,1,0
352,CASH_OUT,13243.32,C2105621488,0.0,0.0,C799848109,161121.15,174364.47,0,0
235,CASH_OUT,180824.85,C1050290931,0.0,0.0,C1247998977,311463.38,492288.23,0,0
502,TRANSFER,4758180.79,C1927843897,4758180.79,0.0,C1253561836,0.0,0.0,1,0
347,CASH_IN,250382.18,C1142487787,11829268.71,12079650.89,C1735943357,528031.93,277649.75,0,0
185,CASH_OUT,80348.36,C878473014,41925.0,0.0,C1646392302,137858.73,218207.08,0,0
12,PAYMENT,17455.94,C1053203516,11155.0,0.0,M699926009,0.0,0.0,0,0
372,CASH_IN,143931.27,C1500386109,213.0,144144.27,C374088909,66965.58,0.0,0,0
214,TRANSFER,382536.3,C1312701487,0.0,0.0,C12235727,1267778.34,1650314.64,0,0
158,CASH_OUT,150985.53,C449747546,0.0,0.0,C559910911,551372.07,702357.59,0,0
130,PAYMENT,35577.45,C53651756,0.0,0.0,M1985577905,0.0,0.0,0,0
